🕘️更新时间,#genre#
CCTV-15,http://10.1.0.17:8000/rtmp/4634355057515922284
CCTV-15,http://10.1.0.17:8000/rtmp/-7709504004950336203
CCTV-15,http://10.1.0.17:8000/rtmp/2821537246936598451
CCTV-15,http://10.1.0.17:8000/rtmp/3054436548953756604
CCTV-15,http://10.1.0.17:8000/rtmp/-4692640854954657443
CCTV-15,http://10.1.0.17:8000/rtmp/2739970665063068781
CCTV-15,http://10.1.0.17:8000/rtmp/-8237128480244380529
CCTV-16,http://10.1.0.17:8000/rtmp/-5613660865559176668
CCTV-16,http://10.1.0.17:8000/rtmp/-9210182627365518661
CCTV-16,http://10.1.0.17:8000/rtmp/9215844763214208063
CCTV-16,http://10.1.0.17:8000/rtmp/5892029762291531274
CCTV-16,http://10.1.0.17:8000/rtmp/516728336994848296
CCTV-16,http://10.1.0.17:8000/rtmp/-569611666131217001
CCTV-16,http://10.1.0.17:8000/rtmp/1378682616423072885
CCTV-16,http://10.1.0.17:8000/rtmp/6924574756327732649
CCTV-16,http://10.1.0.17:8000/rtmp/-3723688781254593718
CCTV-16,http://10.1.0.17:8000/rtmp/-8354997278054294748
CCTV-17,http://10.1.0.17:8000/rtmp/-9056915033261349644
CCTV-17,http://10.1.0.17:8000/rtmp/8725842957418795278
CCTV-17,http://10.1.0.17:8000/rtmp/-875778277093564682
CCTV-17,http://10.1.0.17:8000/rtmp/-5474067131094345280
CCTV-17,http://10.1.0.17:8000/rtmp/4082444792564294031
CCTV-17,http://10.1.0.17:8000/rtmp/-3577437203746309489
CCTV-17,http://10.1.0.17:8000/rtmp/2330235438882701312
CCTV-17,http://10.1.0.17:8000/rtmp/4004989597944114960
CCTV-17,http://10.1.0.17:8000/rtmp/1079554164136872057
CCTV-17,http://10.1.0.17:8000/rtmp/4999634349053079164
CETV1,http://10.1.0.17:8000/rtmp/2785018831803864285
CETV1,http://10.1.0.17:8000/rtmp/5377683954786222264
CETV1,http://10.1.0.17:8000/rtmp/-3312609435654197917
CETV1,http://10.1.0.17:8000/rtmp/-6394764784118607749
CETV2,http://10.1.0.17:8000/rtmp/6598218193443381867
CETV2,http://10.1.0.17:8000/rtmp/-3096495425139618817
CETV4,http://10.1.0.17:8000/rtmp/-2714851561883299336
CETV4,http://10.1.0.17:8000/rtmp/8503576238010125791

💰央视付费频道,#genre#
央视台球,http://10.1.0.17:8000/rtmp/5377683954786222264
央视台球,http://10.1.0.17:8000/rtmp/-5998202093806205348
央视台球,http://10.1.0.17:8000/rtmp/-1306002278481335967
央视台球,http://10.1.0.17:8000/rtmp/3014892711157779773
央视台球,http://10.1.0.17:8000/rtmp/9204787859060502387
央视台球,http://10.1.0.17:8000/rtmp/-6859992103869776473
风云足球,http://10.1.0.17:8000/rtmp/4556122409923055962
风云足球,http://10.1.0.17:8000/rtmp/-6134523015160829946
风云足球,http://10.1.0.17:8000/rtmp/8679288446186999664
风云足球,http://10.1.0.17:8000/rtmp/-7834462245805799019
风云足球,http://10.1.0.17:8000/rtmp/9192087057831972742
风云足球,http://10.1.0.17:8000/rtmp/4751250076180108037
风云足球,http://10.1.0.17:8000/rtmp/1298026895694727978
世界地理,http://10.1.0.17:8000/rtmp/6964762159290183524
世界地理,http://10.1.0.17:8000/rtmp/-8070927541724227731
世界地理,http://10.1.0.17:8000/rtmp/8953526217789703150
世界地理,http://10.1.0.17:8000/rtmp/482798355788497205
世界地理,http://10.1.0.17:8000/rtmp/7602328005175962417
世界地理,http://10.1.0.17:8000/rtmp/5419853305333454030
世界地理,http://10.1.0.17:8000/rtmp/5599110655257315897
世界地理,http://10.1.0.17:8000/rtmp/-8561092215880807122
世界地理,http://10.1.0.17:8000/rtmp/-6212740674608318337

📡卫视频道,#genre#
广东卫视,http://10.1.0.17:8000/rtmp/3096224120658356370
广东卫视,http://10.1.0.17:8000/rtmp/-2876968509682805869
广东卫视,http://10.1.0.17:8000/rtmp/-486255209279022824
广东卫视,http://10.1.0.17:8000/rtmp/274469778356589360
广东卫视,http://10.1.0.17:8000/rtmp/8437294446964568224
广东卫视,http://10.1.0.17:8000/rtmp/5810363112992047404
广东卫视,http://10.1.0.17:8000/rtmp/843835979525968781
广东卫视,http://10.1.0.17:8000/rtmp/-7857590202686228981
广东卫视,http://10.1.0.17:8000/rtmp/6645125713951694093
广东卫视,http://10.1.0.17:8000/rtmp/271671563709765341
香港卫视,http://10.1.0.17:8000/rtmp/3826311788152912555
香港卫视,http://10.1.0.17:8000/rtmp/-8434572270900596569
香港卫视,http://10.1.0.17:8000/rtmp/-3813161810654518973
香港卫视,http://10.1.0.17:8000/rtmp/7825043313966687180
香港卫视,http://10.1.0.17:8000/rtmp/-2934237067309913217
香港卫视,http://10.1.0.17:8000/rtmp/3351926370643136999
香港卫视,http://10.1.0.17:8000/rtmp/397282359956658416
香港卫视,http://10.1.0.17:8000/rtmp/-6813551093305329869
浙江卫视,http://10.1.0.17:8000/rtmp/7844257997277139505
浙江卫视,http://10.1.0.17:8000/rtmp/-1171416262454683392
浙江卫视,http://10.1.0.17:8000/rtmp/6592679176027095953
浙江卫视,http://10.1.0.17:8000/rtmp/-3458439822241576430
浙江卫视,http://10.1.0.17:8000/rtmp/2132478212484314448
浙江卫视,http://10.1.0.17:8000/rtmp/-1928031664810022913
浙江卫视,http://10.1.0.17:8000/rtmp/84729340114028361
浙江卫视,http://10.1.0.17:8000/rtmp/5429697849045897170
浙江卫视,http://10.1.0.17:8000/rtmp/8238595239997868628
浙江卫视,http://10.1.0.17:8000/rtmp/2363399637340415910
湖南卫视,http://10.1.0.17:8000/rtmp/3509797211220421143
湖南卫视,http://10.1.0.17:8000/rtmp/-5925343154601850486
湖南卫视,http://10.1.0.17:8000/rtmp/8405948629004478
湖南卫视,http://10.1.0.17:8000/rtmp/-1214712052928555840
湖南卫视,http://10.1.0.17:8000/rtmp/-6723149462835275925
湖南卫视,http://10.1.0.17:8000/rtmp/2961434149882769750
湖南卫视,http://10.1.0.17:8000/rtmp/-1274407030157518665
湖南卫视,http://10.1.0.17:8000/rtmp/5335520854937986685
湖南卫视,http://10.1.0.17:8000/rtmp/-8619748149163412257
湖南卫视,http://10.1.0.17:8000/rtmp/7949582625711055457
北京卫视,http://10.1.0.17:8000/rtmp/2488333512848745247
北京卫视,http://10.1.0.17:8000/rtmp/-1869678645266734596
北京卫视,http://10.1.0.17:8000/rtmp/3986968830922656212
北京卫视,http://10.1.0.17:8000/rtmp/4306733465049006949
北京卫视,http://10.1.0.17:8000/rtmp/-2259048757637984871
北京卫视,http://10.1.0.17:8000/rtmp/5133089321692562820
北京卫视,http://10.1.0.17:8000/rtmp/6806163954897331224
北京卫视,http://10.1.0.17:8000/rtmp/-2194527748894783608
北京卫视,http://10.1.0.17:8000/rtmp/-5475341035383206725
北京卫视,http://10.1.0.17:8000/rtmp/2700847374729983675
湖北卫视,http://10.1.0.17:8000/rtmp/3347765998951826889
湖北卫视,http://10.1.0.17:8000/rtmp/6146627018267132408
湖北卫视,http://10.1.0.17:8000/rtmp/-4966578192441387608
湖北卫视,http://10.1.0.17:8000/rtmp/-6005182540558117145
湖北卫视,http://10.1.0.17:8000/rtmp/-7342661818346165670
湖北卫视,http://10.1.0.17:8000/rtmp/7315979227706892870
湖北卫视,http://10.1.0.17:8000/rtmp/-322332182424468812
湖北卫视,http://10.1.0.17:8000/rtmp/-1639678646470755583
湖北卫视,http://10.1.0.17:8000/rtmp/4821467813365765081
湖北卫视,http://10.1.0.17:8000/rtmp/5611332999196066720
黑龙江卫视,http://10.1.0.17:8000/rtmp/5364382612968347125
黑龙江卫视,http://10.1.0.17:8000/rtmp/3806610481958983704
黑龙江卫视,http://10.1.0.17:8000/rtmp/953662369711008240
黑龙江卫视,http://10.1.0.17:8000/rtmp/7396367046315420870
黑龙江卫视,http://10.1.0.17:8000/rtmp/-2035230665160666993
黑龙江卫视,http://10.1.0.17:8000/rtmp/8509509079048232579
黑龙江卫视,http://10.1.0.17:8000/rtmp/-234968473827431437
黑龙江卫视,http://10.1.0.17:8000/rtmp/3401344553546043978
黑龙江卫视,http://10.1.0.17:8000/rtmp/-6620177867088332817
黑龙江卫视,http://10.1.0.17:8000/rtmp/4081618381153887352
安徽卫视,http://10.1.0.17:8000/rtmp/-7619502781843464675
安徽卫视,http://10.1.0.17:8000/rtmp/-9109547627145852994
安徽卫视,http://10.1.0.17:8000/rtmp/7139682236119747663
安徽卫视,http://10.1.0.17:8000/rtmp/-5224062902438860783
安徽卫视,http://10.1.0.17:8000/rtmp/5290743696908943883
安徽卫视,http://10.1.0.17:8000/rtmp/-1607839869623938033
安徽卫视,http://10.1.0.17:8000/rtmp/-9144028794884725557
安徽卫视,http://10.1.0.17:8000/rtmp/-3840861882477046223
安徽卫视,http://10.1.0.17:8000/rtmp/-4261972058274173573
安徽卫视,http://10.1.0.17:8000/rtmp/-6211917392643163026
重庆卫视,http://10.1.0.17:8000/rtmp/8481978930143493850
重庆卫视,http://10.1.0.17:8000/rtmp/4782927203768928454
重庆卫视,http://10.1.0.17:8000/rtmp/-6559586779526208981
重庆卫视,http://10.1.0.17:8000/rtmp/-4093327546955578310
重庆卫视,http://10.1.0.17:8000/rtmp/-230016218373550367
重庆卫视,http://10.1.0.17:8000/rtmp/5492752118129050810
重庆卫视,http://10.1.0.17:8000/rtmp/7159582871220797087
重庆卫视,http://10.1.0.17:8000/rtmp/-97725225575139305
重庆卫视,http://10.1.0.17:8000/rtmp/2631408859025082941
重庆卫视,http://10.1.0.17:8000/rtmp/5313979814580913405
东方卫视,http://10.1.0.17:8000/rtmp/-1947765174809371746
东方卫视,http://10.1.0.17:8000/rtmp/-7990832494296634231
东方卫视,http://10.1.0.17:8000/rtmp/-7583498811968779031
东方卫视,http://10.1.0.17:8000/rtmp/3589355377022411364
东方卫视,http://10.1.0.17:8000/rtmp/7112600562337255538
东方卫视,http://10.1.0.17:8000/rtmp/3331921944450659526
东方卫视,http://10.1.0.17:8000/rtmp/-504873979459806027
东方卫视,http://10.1.0.17:8000/rtmp/-8545115454470502120
东方卫视,http://10.1.0.17:8000/rtmp/2816116140506080464
东方卫视,http://10.1.0.17:8000/rtmp/-6099439368752984656
东南卫视,http://10.1.0.17:8000/rtmp/2896287819218057932
东南卫视,http://10.1.0.17:8000/rtmp/-2951734143453755006
东南卫视,http://10.1.0.17:8000/rtmp/-7465419719044105797
东南卫视,http://10.1.0.17:8000/rtmp/-8058795541468573347
东南卫视,http://10.1.0.17:8000/rtmp/-6928642153161868063
东南卫视,http://10.1.0.17:8000/rtmp/-1989667064056213306
东南卫视,http://10.1.0.17:8000/rtmp/1884483767774207299
东南卫视,http://10.1.0.17:8000/rtmp/-3604526950501999452
东南卫视,http://10.1.0.17:8000/rtmp/5392346829770332314
东南卫视,http://10.1.0.17:8000/rtmp/4200523022219754833
甘肃卫视,http://10.1.0.17:8000/rtmp/-2401633676822601632
甘肃卫视,http://10.1.0.17:8000/rtmp/6891407759064959053
甘肃卫视,http://10.1.0.17:8000/rtmp/-6290550574536906678
甘肃卫视,http://10.1.0.17:8000/rtmp/-8231270503638982190
甘肃卫视,http://10.1.0.17:8000/rtmp/-593737045651407034
甘肃卫视,http://10.1.0.17:8000/rtmp/-8957609130016489847
甘肃卫视,http://10.1.0.17:8000/rtmp/3891182505247878585
甘肃卫视,http://10.1.0.17:8000/rtmp/-4804763503674942465
甘肃卫视,http://10.1.0.17:8000/rtmp/-4246895550423175769
甘肃卫视,http://10.1.0.17:8000/rtmp/7262670863724020426
广西卫视,http://10.1.0.17:8000/rtmp/-8960737947929211405
广西卫视,http://10.1.0.17:8000/rtmp/-4730622306965914751
广西卫视,http://10.1.0.17:8000/rtmp/-6254245564397294074
广西卫视,http://10.1.0.17:8000/rtmp/-4697372084041091871
广西卫视,http://10.1.0.17:8000/rtmp/-5632379733982235424
广西卫视,http://10.1.0.17:8000/rtmp/2184300210276595944
广西卫视,http://10.1.0.17:8000/rtmp/-3289038800831020079
广西卫视,http://10.1.0.17:8000/rtmp/8443763177441716734
广西卫视,http://10.1.0.17:8000/rtmp/1813106114864764070
广西卫视,http://10.1.0.17:8000/rtmp/-5409356385603124003
贵州卫视,http://10.1.0.17:8000/rtmp/-6531228744240964286
贵州卫视,http://10.1.0.17:8000/rtmp/-1648590961187787115
贵州卫视,http://10.1.0.17:8000/rtmp/-5636181087302994363
贵州卫视,http://10.1.0.17:8000/rtmp/2831763785326918529
贵州卫视,http://10.1.0.17:8000/rtmp/6702824310507792599
贵州卫视,http://10.1.0.17:8000/rtmp/-1551732345594157693
贵州卫视,http://10.1.0.17:8000/rtmp/426785982409896276
贵州卫视,http://10.1.0.17:8000/rtmp/2857856141120712477
贵州卫视,http://10.1.0.17:8000/rtmp/-7337421751288910067
贵州卫视,http://10.1.0.17:8000/rtmp/6910198325844462861
海南卫视,http://10.1.0.17:8000/rtmp/-4033233523190101645
海南卫视,http://10.1.0.17:8000/rtmp/-8694230641159666840
海南卫视,http://10.1.0.17:8000/rtmp/-8585204195323793386
海南卫视,http://10.1.0.17:8000/rtmp/-5895855376295214827
海南卫视,http://10.1.0.17:8000/rtmp/6023004975248569065
海南卫视,http://10.1.0.17:8000/rtmp/5438928292079757790
海南卫视,http://10.1.0.17:8000/rtmp/1682948444767702940
海南卫视,http://10.1.0.17:8000/rtmp/-3540844788205591553
海南卫视,http://10.1.0.17:8000/rtmp/7790663854287559662
海南卫视,http://10.1.0.17:8000/rtmp/-9206471819775259821
河北卫视,http://10.1.0.17:8000/rtmp/-473849537268824173
河北卫视,http://10.1.0.17:8000/rtmp/6896503836278116258
河北卫视,http://10.1.0.17:8000/rtmp/1979721088404690602
河北卫视,http://10.1.0.17:8000/rtmp/6130181135393588647
河北卫视,http://10.1.0.17:8000/rtmp/-7303858082655799184
河北卫视,http://10.1.0.17:8000/rtmp/5056178412524491632
河北卫视,http://10.1.0.17:8000/rtmp/-3925575330400655250
河北卫视,http://10.1.0.17:8000/rtmp/-2125061162257378144
河北卫视,http://10.1.0.17:8000/rtmp/7976678054283298724
河北卫视,http://10.1.0.17:8000/rtmp/6328178008365615069
河南卫视,http://10.1.0.17:8000/rtmp/-1264803448989776755
河南卫视,http://10.1.0.17:8000/rtmp/-6311317590906259464
河南卫视,http://10.1.0.17:8000/rtmp/-9152628460242767806
河南卫视,http://10.1.0.17:8000/rtmp/3251458148447368814
河南卫视,http://10.1.0.17:8000/rtmp/-5042809234941982545
河南卫视,http://10.1.0.17:8000/rtmp/-6297805794255867012
河南卫视,http://10.1.0.17:8000/rtmp/3298934586439376557
河南卫视,http://10.1.0.17:8000/rtmp/-5663950824567239246
河南卫视,http://10.1.0.17:8000/rtmp/-1239841453304820079
河南卫视,http://10.1.0.17:8000/rtmp/-7344406199330420739
吉林卫视,http://10.1.0.17:8000/rtmp/3313738621479354322
吉林卫视,http://10.1.0.17:8000/rtmp/7835155951386576559
吉林卫视,http://10.1.0.17:8000/rtmp/-3327408475857987657
吉林卫视,http://10.1.0.17:8000/rtmp/-6008475774495866113
吉林卫视,http://10.1.0.17:8000/rtmp/-7736244133378155541
吉林卫视,http://10.1.0.17:8000/rtmp/-4518699676123408577
吉林卫视,http://10.1.0.17:8000/rtmp/-3797462480933689235
吉林卫视,http://10.1.0.17:8000/rtmp/5663700098298319226
吉林卫视,http://10.1.0.17:8000/rtmp/-7956022537341957238
吉林卫视,http://10.1.0.17:8000/rtmp/2602222796921564109
江苏卫视,http://10.1.0.17:8000/rtmp/4999058057085603205
江苏卫视,http://10.1.0.17:8000/rtmp/-3889016930751449328
江苏卫视,http://10.1.0.17:8000/rtmp/2684057956699193132
江苏卫视,http://10.1.0.17:8000/rtmp/7519376078806988080
江苏卫视,http://10.1.0.17:8000/rtmp/-1655516976525770990
江苏卫视,http://10.1.0.17:8000/rtmp/7654516057885042154
江苏卫视,http://10.1.0.17:8000/rtmp/750902169247149898
江苏卫视,http://10.1.0.17:8000/rtmp/-2534640968484983598
江苏卫视,http://10.1.0.17:8000/rtmp/-1946724363417866141
江苏卫视,http://10.1.0.17:8000/rtmp/-388508262622735705
江西卫视,http://10.1.0.17:8000/rtmp/4396828675045264436
江西卫视,http://10.1.0.17:8000/rtmp/-7208548303554003931
江西卫视,http://10.1.0.17:8000/rtmp/-4327689242714962896
江西卫视,http://10.1.0.17:8000/rtmp/-6270686754344369335
江西卫视,http://10.1.0.17:8000/rtmp/872386729834858632
江西卫视,http://10.1.0.17:8000/rtmp/-91887306608219294
江西卫视,http://10.1.0.17:8000/rtmp/676944698132818875
江西卫视,http://10.1.0.17:8000/rtmp/-2567100718916642378
江西卫视,http://10.1.0.17:8000/rtmp/-5707222020693975132
江西卫视,http://10.1.0.17:8000/rtmp/-5196482215652908583
辽宁卫视,http://10.1.0.17:8000/rtmp/-2684824123547980427
辽宁卫视,http://10.1.0.17:8000/rtmp/-4182697950977837306
辽宁卫视,http://10.1.0.17:8000/rtmp/-7066530943326088581
辽宁卫视,http://10.1.0.17:8000/rtmp/7242066183350305635
辽宁卫视,http://10.1.0.17:8000/rtmp/6105255465834880502
辽宁卫视,http://10.1.0.17:8000/rtmp/-6093757067937772655
辽宁卫视,http://10.1.0.17:8000/rtmp/6114657964534935607
辽宁卫视,http://10.1.0.17:8000/rtmp/-999370225064528467
辽宁卫视,http://10.1.0.17:8000/rtmp/-5167376912599629002
辽宁卫视,http://10.1.0.17:8000/rtmp/-1455498863930334683
